,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,day_mon,day_sat,day_sun,day_thu,day_tue,day_wed,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep
504,4,3,4.5591262474866845,139.4,689.1,3.044522437723423,28.9,29,4.9,0,3.923753928303845,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
505,1,2,4.5217885770490405,163.2,744.4,2.4069451083182885,26.7,35,1.8,0,1.916922612182061,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
506,1,2,4.5217885770490405,166.9,752.6,2.0918640616783932,18.5,73,8.5,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,2,4,4.5217885770490405,166.9,752.6,2.0918640616783932,25.9,41,3.6,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
508,1,2,4.5217885770490405,166.9,752.6,2.0918640616783932,25.9,41,3.6,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
509,5,4,4.5217885770490405,166.9,752.6,2.0918640616783932,21.1,71,7.6,1,1.1537315878891892,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
510,6,5,4.5217885770490405,166.9,752.6,2.0918640616783932,18.2,62,5.4,0,0.35767444427181594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
511,8,6,4.414009680526933,56.7,665.6,1.0647107369924282,27.8,35,2.7,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
512,4,3,4.414009680526933,56.7,665.6,1.0647107369924282,27.8,32,2.7,0,2.0068708488450007,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
513,2,4,4.414009680526933,56.7,665.6,1.0647107369924282,21.9,71,5.8,0,4.012592060349841,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
514,7,4,4.414009680526933,56.7,665.6,1.0647107369924282,21.2,70,6.7,0,2.498151876538021,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
515,1,4,4.558078578454241,146.0,614.7,2.509599262378372,25.6,42,4.0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
516,6,3,4.388257184424518,3.0,106.7,0.7419373447293773,11.8,31,4.5,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
